"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"15","","624","9","","{0340737B-D4FA-4795-93AA-CAEB8371BCF9}","2014-09-12 11:15:07.263000000"
"33","","1342","9","","{E6D92B96-FA82-41C0-8945-66A8A5EC017B}","2014-09-12 11:15:07.263000000"
"51","","1354","9","","{E4C69E3E-BE4B-4DCD-B2F0-1237B391BC44}","2014-09-12 11:15:07.263000000"
"69","","784","9","","{64841B37-3A25-416A-A129-E9AAA2EFF4CD}","2014-09-12 11:15:07.263000000"
"87","","796","9","","{07FB8B21-FB06-49F8-8CD5-9956273CD78A}","2014-09-12 11:15:07.263000000"
"105","","1314","9","","{F9387EA3-EF35-49B2-B535-E02368D2C0FD}","2014-09-12 11:15:07.263000000"
"123","","718","9","","{BC0A8115-7E8F-4FAA-947F-FD315C30250D}","2014-09-12 11:15:07.263000000"
"141","","706","9","","{E0B29CC8-066D-4F7F-98C3-0F5136BB85D9}","2014-09-12 11:15:07.263000000"
"159","","456","9","","{EB0F31C8-C2CF-46CD-8F92-C4059190A9C6}","2014-09-12 11:15:07.263000000"
"177","","688","9","","{6ABC1437-87FF-49FE-8B91-9EEEEB4143D4}","2014-09-12 11:15:07.263000000"
"195","","676","9","","{CD4CC2C3-9FB4-4DAB-95CC-A054B1171786}","2014-09-12 11:15:07.263000000"
