"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"8","","1024","5","","{801368B1-4323-4BFA-8BEA-5B5B1E4BD4A0}","2014-09-12 11:15:07.263000000"
"9","","620","5","","{B900BB7F-23C3-481D-80DA-C49A5BD6F772}","2014-09-12 11:15:07.263000000"
"17","","1018","5","","{34DB417F-1E0B-4408-9FF6-987E59D0D73C}","2014-09-12 11:15:07.263000000"
"26","","1012","5","","{FD4898DE-D128-4719-8C74-9F77605AAC4A}","2014-09-12 11:15:07.263000000"
"27","","1338","5","","{CACA5149-D799-473B-847F-83F3613D3D1F}","2014-09-12 11:15:07.263000000"
"44","","1000","5","","{FB4B073C-6B38-4233-83FE-4236558F4754}","2014-09-12 11:15:07.263000000"
"45","","1350","5","","{B50043ED-C66B-4130-BEBC-07D413043991}","2014-09-12 11:15:07.263000000"
"62","","988","5","","{359BB644-407D-4C24-AB98-E637AEE7C81E}","2014-09-12 11:15:07.263000000"
"63","","1362","5","","{76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5}","2014-09-12 11:15:07.263000000"
"80","","554","5","","{98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D}","2014-09-12 11:15:07.263000000"
"81","","792","5","","{E25E3769-CADC-4DA6-9120-09C3B2205475}","2014-09-12 11:15:07.263000000"
"90","","798","5","","{6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9}","2014-09-12 11:15:07.263000000"
"98","","734","5","","{7D37485D-A4CF-4C08-8D3C-364DEEC7C841}","2014-09-12 11:15:07.263000000"
"99","","1310","5","","{8583A63E-3459-44C7-8736-A92E0A7135F2}","2014-09-12 11:15:07.263000000"
"116","","1884","5","","{061C4697-F808-4C31-823E-5E8E60EFE0AA}","2014-09-12 11:15:07.263000000"
"117","","722","5","","{18406109-F4AC-4F30-A96F-4E056996DE56}","2014-09-12 11:15:07.263000000"
"134","","1872","5","","{FD0D8467-48D9-42B8-A4E6-DABC96F58925}","2014-09-12 11:15:07.263000000"
"135","","710","5","","{DFFD552F-30E0-488A-AC07-83C9A7B075C7}","2014-09-12 11:15:07.263000000"
"152","","650","5","","{E07B697E-74C1-4F52-818F-32531696F7AB}","2014-09-12 11:15:07.263000000"
"153","","514","5","","{10C2DA66-32A2-4C63-998F-9B18CDD6E3B0}","2014-09-12 11:15:07.263000000"
"170","","814","5","","{1F8334E8-3DDC-4530-A1D2-E0BAB826476E}","2014-09-12 11:15:07.263000000"
"171","","502","5","","{3C40E926-090D-4A7A-9E9D-D9222AE910C5}","2014-09-12 11:15:07.263000000"
"188","","1194","5","","{2AF36044-25F9-476C-961D-A8EFD29E2C4F}","2014-09-12 11:15:07.263000000"
"189","","680","5","","{3ED50D2B-A57B-4238-BB31-2F96996DB362}","2014-09-12 11:15:07.263000000"
