"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"35","","1006","2","","{8D74B6B9-6C96-44A5-BEC4-0E9736D191BE}","2014-09-12 11:15:07.263000000"
"36","","1344","2","","{53C0491D-8AE8-4B16-A830-2078FDDF46AD}","2014-09-12 11:15:07.263000000"
"53","","994","2","","{81D3B740-DCF1-4F23-A5E3-D81353280016}","2014-09-12 11:15:07.263000000"
"54","","1356","2","","{123B3EBF-4EB0-442A-8482-A4E001CCCF89}","2014-09-12 11:15:07.263000000"
"71","","530","2","","{91CC8AC7-27E5-437C-B940-DB47692754D3}","2014-09-12 11:15:07.263000000"
"72","","786","2","","{0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6}","2014-09-12 11:15:07.263000000"
"89","","634","2","","{A34FE994-1098-439F-A042-EE670BF2FA33}","2014-09-12 11:15:07.263000000"
"107","","728","2","","{9522CA57-0246-496A-AE49-D9821CD67817}","2014-09-12 11:15:07.263000000"
"108","","1316","2","","{D1E756E0-A0D1-43D6-A7CB-AC5C5EF404E7}","2014-09-12 11:15:07.263000000"
"125","","1878","2","","{69AF6E37-EAD1-4FBD-82F0-61CE3B35F943}","2014-09-12 11:15:07.263000000"
"126","","716","2","","{B03EFE01-3333-4805-9913-99323C143526}","2014-09-12 11:15:07.263000000"
"143","","520","2","","{95E93EFE-78E9-470C-B4A7-4DD6A5D0F14B}","2014-09-12 11:15:07.263000000"
"144","","704","2","","{53C1A4AC-2DE2-4AB5-808F-523BE758AD29}","2014-09-12 11:15:07.263000000"
"161","","820","2","","{5A1817B3-6C90-4C17-ADF8-B30A06F92141}","2014-09-12 11:15:07.263000000"
"162","","454","2","","{F4D0EE10-E276-4A3D-8D3B-E1904195F1B8}","2014-09-12 11:15:07.263000000"
"179","","444","2","","{F7F8B200-1294-4419-9DAC-8194231AC9B7}","2014-09-12 11:15:07.263000000"
