"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"3","","642","4","","{130774B1-DB21-4EF3-98C8-C104BCD6ED6D}","2014-09-12 11:15:07.263000000"
"4","","932","4","","{FF862851-1DAA-4044-BE7C-3E85583C054D}","2014-09-12 11:15:07.263000000"
"5","","1026","4","","{83905BDC-6F5E-4F71-B162-C98DA069F38A}","2014-09-12 11:15:07.263000000"
"6","","644","4","","{1A92DF88-BFA2-467D-BD54-FCB9E647FDD7}","2014-09-12 11:15:07.263000000"
"21","","1334","4","","{564E0B42-4609-43DE-9881-914DA433D82D}","2014-09-12 11:15:07.263000000"
"23","","1014","4","","{733F8250-3251-4C2A-8C85-C285BB76B7B4}","2014-09-12 11:15:07.263000000"
"24","","1336","4","","{C111E51D-178D-4DBD-A6FF-F1CCBF4B1AAD}","2014-09-12 11:15:07.263000000"
"25","","492","4","","{31D03546-FB2A-4488-890E-4709A659E3F0}","2014-09-12 11:15:07.263000000"
"40","","936","4","","{AA5E28F6-16C8-4D80-894E-17531F2CF972}","2014-09-12 11:15:07.263000000"
"41","","1002","4","","{E1BA20ED-DA19-4392-A8A8-C2E670438FFB}","2014-09-12 11:15:07.263000000"
"42","","1348","4","","{64ACD300-337D-4D39-A2C4-FD5972611934}","2014-09-12 11:15:07.263000000"
"59","","990","4","","{60708606-604C-44BE-90E1-3A0925B8060E}","2014-09-12 11:15:07.263000000"
"60","","1360","4","","{A029F31E-433B-4FA4-B442-B291D16A1B9F}","2014-09-12 11:15:07.263000000"
"61","","1278","4","","{CCC53B43-66A6-47F6-A38E-5DD7CFAFEAA6}","2014-09-12 11:15:07.263000000"
"75","","788","4","","{55CFED0E-1A7B-409C-9AFF-297065965870}","2014-09-12 11:15:07.263000000"
"77","","556","4","","{B3F9113C-8FCE-47E1-9F04-38A0C68917C6}","2014-09-12 11:15:07.263000000"
"78","","790","4","","{8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE}","2014-09-12 11:15:07.263000000"
"93","","800","4","","{249B42C2-8EAE-49F1-A560-A90837748654}","2014-09-12 11:15:07.263000000"
"94","","1256","4","","{65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E}","2014-09-12 11:15:07.263000000"
"95","","630","4","","{EA0BC621-9466-4F04-BBFF-3B361C6F9057}","2014-09-12 11:15:07.263000000"
"96","","1308","4","","{BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B}","2014-09-12 11:15:07.263000000"
"97","","1254","4","","{355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D}","2014-09-12 11:15:07.263000000"
"112","","1318","4","","{5035E4D6-3758-4FA6-A462-2E2ECF52E6F0}","2014-09-12 11:15:07.263000000"
"113","","1886","4","","{8A84966C-5D38-41CA-990F-AD107558A6B8}","2014-09-12 11:15:07.263000000"
"114","","724","4","","{BCC5AE61-8214-44A1-A43C-FBD65C3745AE}","2014-09-12 11:15:07.263000000"
"130","","1330","4","","{606ECDC2-6443-4E4B-897F-32D4C17AB894}","2014-09-12 11:15:07.263000000"
"131","","1874","4","","{ED0DF7CC-6234-4D60-8B81-315C019F5356}","2014-09-12 11:15:07.263000000"
"133","","978","4","","{4F61574B-8353-42EC-825C-87896E6E16A4}","2014-09-12 11:15:07.263000000"
"150","","700","4","","{285C5DD7-75D6-460D-97BA-AA86D86637C0}","2014-09-12 11:15:07.263000000"
"151","","526","4","","{7F2891F7-DD88-470B-95AE-CC9A7D732B1F}","2014-09-12 11:15:07.263000000"
"165","","506","4","","{3CDBD3EA-DA78-4F9A-8EEC-8DA4C050C817}","2014-09-12 11:15:07.263000000"
"166","","662","4","","{F644D9DC-4CED-49E8-8587-CE859E466DFA}","2014-09-12 11:15:07.263000000"
"167","","816","4","","{515D4A13-4E60-4D0C-8F22-BB89A9D312AD}","2014-09-12 11:15:07.263000000"
"168","","504","4","","{FCE18386-F492-4D4A-A6D2-FB7EF20C57FC}","2014-09-12 11:15:07.263000000"
"184","","1294","4","","{A65C523A-498D-4314-A727-D17A8B2779F6}","2014-09-12 11:15:07.263000000"
"185","","1196","4","","{5014E91D-7B0E-495A-B429-FF915BE9D2FD}","2014-09-12 11:15:07.263000000"
"186","","682","4","","{48D3E26E-C051-4B24-A37F-A88F5294F25F}","2014-09-12 11:15:07.263000000"
"187","","1296","4","","{3329CE97-BB9F-4C36-9197-A6EEE803BD94}","2014-09-12 11:15:07.263000000"
