"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"13","","434","7","","{B0FA5854-2511-439B-A7AC-50C9C460B175}","2014-09-12 11:15:07.263000000"
"31","","942","7","","{EFFA209A-A110-4F94-887D-E50E44FB06EA}","2014-09-12 11:15:07.263000000"
"49","","1286","7","","{F3DFA401-85C6-4118-B5C5-6554310A1192}","2014-09-12 11:15:07.263000000"
"67","","1274","7","","{51CE3843-FC98-453E-8CF1-7EA145235D0F}","2014-09-12 11:15:07.263000000"
"85","","1262","7","","{B44000F5-901B-4134-979D-F9A9BEA5A598}","2014-09-12 11:15:07.263000000"
"103","","1894","7","","{22390E6F-AC5F-4DED-8EE5-91C1302C7FA2}","2014-09-12 11:15:07.263000000"
"121","","1324","7","","{7472FF87-0FBC-4D1F-B599-D47B51B41CF0}","2014-09-12 11:15:07.263000000"
"139","","982","7","","{23A1A3E2-16F0-40AA-87D4-F4AE97D12581}","2014-09-12 11:15:07.263000000"
"157","","628","7","","{DA4968B5-6BA0-4478-BBDC-3A00E9A1B59E}","2014-09-12 11:15:07.263000000"
"175","","808","7","","{66F2342A-7CC4-4F5F-A218-8791B21A9173}","2014-09-12 11:15:07.263000000"
"193","","1300","7","","{74CB0417-1626-4586-A8C8-6F0331B08C50}","2014-09-12 11:15:07.263000000"
