"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"14","","1020","8","","{2F96BEDC-723D-468F-834B-B2B8AE79C849}","2014-09-12 11:15:07.263000000"
"32","","1008","8","","{B9A28813-542A-4FBF-AE79-BAD64A5E133B}","2014-09-12 11:15:07.263000000"
"50","","996","8","","{0A3E846A-2DCC-4B6E-8AB3-968B5AB859F4}","2014-09-12 11:15:07.263000000"
"68","","532","8","","{2138DEF5-80EB-4D95-B340-706BCD60ADDA}","2014-09-12 11:15:07.263000000"
"86","","636","8","","{2A8B2702-4644-4002-90E4-99A8ADBA5261}","2014-09-12 11:15:07.263000000"
"104","","730","8","","{FFBE0510-53BE-46D9-9406-63AFEE95DE3A}","2014-09-12 11:15:07.263000000"
"122","","1880","8","","{094EB96D-D265-474D-869E-D9BACE4745A7}","2014-09-12 11:15:07.263000000"
"140","","416","8","","{01CD7E33-EDD0-46A9-8505-F3E85D9F21F4}","2014-09-12 11:15:07.263000000"
"158","","646","8","","{C48CFB9B-45A2-4DC2-B932-BA8C2572E833}","2014-09-12 11:15:07.263000000"
"176","","446","8","","{10219F9C-BEF1-4CAC-A435-D75342C43153}","2014-09-12 11:15:07.263000000"
"194","","1190","8","","{3941081B-24ED-44F1-8009-CD17693423A0}","2014-09-12 11:15:07.263000000"
